en,fr
"In 1921, while campaigning to establish a large telescope observatory in the Toronto region, Chant managed to get David Dunlap, a lawyer and mining entrepreneur, interested in the project.","En 1921, soucieux d'établir un observatoire astronomique doté d'un grand télescope dans la région de Toronto, Chant intéresse au projet David Dunlap, un avocat et entrepreneur minier."
"Unfortunately, Dunlap died in 1924, but his widow, Jessie, took up the cause and worked for the next ten years with Chant to make sure the project succeeded.","Malheureusement, Dunlap meurt en 1924 mais sa veuve, Jessie, prend la relève et travaille les dix années suivantes de concert avec Chant à concrétiser le tout."
"The observatory was inaugurated the same day that Chant celebrated his 70th birthday, received an honorary doctorate from the University of Toronto, and took his retirement.","L'observatoire est inauguré le jour même où Chant célèbre son soixante-dixième anniversaire, reçoit un doctorat honorifique de l'Université de Toronto, et prend sa retraite."
"At the time of its inauguration, the observatory housed a 1.88-metre telescope, the second largest in the world after the Mount Wilson telescope in the United States, and Canada thus owned two of the four largest telescopes in the world.","Au moment de son inauguration, l'observatoire abrite un télescope de 1,88 mètre, soit le deuxième plus grand télescope au monde, après celui du Mont Wilson, aux États-Unis."
The building that houses the administrative offices of the observatory was also inaugurated in 1935.,Le Canada possède alors deux des quatre plus grands télescopes au monde.
"Over the years, more and more radio astronomers were joining the astronomy department at the University of Toronto, and in the 1960’s, the David Dunlap Observatory actively participated in the development of the Algonquin Radio Observatory in Ontario.","Au fil des années, de plus en plus de radioastronomes se joignent au département d'astronomie de l'Université de Toronto et dans les années 1960, l'Observatoire David Dunlap participe activement au développement de l'Observatoire Algonquin de Radioastronomie, en Ontario."
"By the end of the 1960’s, the David Dunlap Observatory, being located near the major urban centre of Toronto, found itself plagued with the problem of light pollution.","À la fin des années 1960, l'observatoire David Dunlap, situé près de Toronto, se trouve aux prises avec un problème croissant de pollution lumineuse."
The observatory responded in 1971 by erecting a 60-centimetre telescope at Las Campanas in Chile.,"Pour contrer en partie le problème, un télescope de 60 centimètres est érigé en 1971 à Las Campanas, au Chili."
The David Dunlap Observatory thus acquired international status and the skies of the south were available to Canadian astronomers for the first time.,L'Observatoire David Dunlap devient ainsi international et l'hémisphère Sud s'ouvre pour la première fois à des astronomes canadiens.
A spectacular discovery was made at the David Dunlap Observatory in 1972.,"En 1972, l'Observatoire David Dunlap est l'hôte d'une découverte spectaculaire."
"Charles Thomas Bolton, one of the observatory’s astronomers, discovered Cygnus X-1, the first black hole ever identified.","Charles Thomas Bolton, qui est astronome à l'observatoire, découvre le premier trou noir jamais identifié, Cygnus X-1."
"In 1987, the observatory was responsible for another amazing discovery thanks to its telescope in Las Campanas.","En 1987, l'observatoire est responsable d'une autre découverte spectaculaire grâce à son télescope de Las Campanas."
"Ian Shelton, one of the astronomers from the University of Toronto, was using the Chilean telescope when he observed a supernova (1987 A) in the Greater Magellan could.","Ian Shelton, alors astronome à l'Université de Toronto, observe en effet depuis le Chili dans le grand Nuage de Magellan la première supernova (1987A) visible à l'œil nu en près de 400 ans."
"The discovery made headlines around the world, as it was the first supernova visible to the unaided eye in almost 400 years.",La découverte fait les manchettes des journaux du monde entier.
"Unfortunately, financial problems forced the David Dunlap Observatory to cease operations at Las Campanas in 1997.","En 1997, suite à des impératifs financiers, l'Observatoire David Dunlap doit malheureusement cesser les opérations de son télescope de Las Campanas, au Chili."
The National Observatory of Argentina took charge of the telescope and moved it from Chile to Parque El Leoncito in Argentina.,"Le télescope est alors pris en charge par l'Observatoire National de l'Argentine et déménagé au site de Parque El Leoncito, en Argentine."
The David Dunlap Observatory nonetheless retains one quarter of the observation time at the telescope.,L'Observatoire David Dunlap conserve toutefois le quart du temps d'observation du télescope.
"Today, the David Dunlap Observatory of Toronto is still active thanks in part to a light pollution abatement program initiated by Charles Thomas Bolton.","À l'heure actuelle, l'Observatoire David Dunlap de Toronto est toujours actif grâce, entre autres, à un programme de prévention de la pollution lumineuse instauré par Charles Thomas Bolton."
Astronomers « Return to the observatories The Algonquin Radio Observatory Home to the largest parabolic antenna in Canada The Algonquin Radio Observatory was inaugurated in 1959 at Traverse Lake in the Algonquin National Park in Ontario.,"Astronomes « Retour aux observatoires L'Observatoire Algonquin de Radioastronomie L'observatoire où l'on trouve la plus grande antenne parabolique du Canada L'Observatoire Algonquin de Radioastronomie est inauguré en 1959 sur le site du Lac Traverse, dans le Parc National Algonquin, en Ontario."
It was created by the National Research Council of Canada for Canadian radio astronomers who needed a site in Ontario where radio interference would be minimal.,"Sa création par le Conseil National de Recherches du Canada est motivée par le besoin des radioastronomes canadiens d'occuper, en Ontario, un site où les interférences radio sont minimes."
"The first director was Arthur Edwin Covington, Canada’s first radio astronomer.","Le premier directeur à prendre en charge le site est Arthur Edwin Covington, le premier radioastronome canadien."
"More than a decade earlier, in 1946, Covington had collected data on the Sun’s radio flux (the variations in its energy output at radio wavelengths) from a site in Ottawa, and again in 1947 from Goth Hill south of Ottawa.","Une dizaine d'années plus tôt, en 1946, Covington collecte des données sur le flux de radiations en provenance du Soleil depuis Ottawa et, en 1947, depuis le site de Goth Hill, situé au sud d'Ottawa."
"His work became of paramount importance when he demonstrated that the intensity of solar radiation was related to the Sun’s magnetic activity, which had (and still has) crucial implications for numerous human activities, such as communications systems and power lines.","Ses travaux prennent une importance capitale lorsqu'il démontre que l'intensité des radiations solaires est reliée à l'activité magnétique du Soleil, ce qui a des implications cruciales pour de nombreuses activités humaines comme les communications et les lignes de transport d'énergie."
The Traverse Lake site in Algonquin National Park was selected for the Algonquin Radio Observatory due to its relative isolation from manmade interference.,"Le site du Lac Traverse, dans le Parc National Algonquin, est alors choisi pour l'Observatoire Algonquin de Radioastronomie parce qu'il est isolé des interférences radio d'origine humaine."
Covington installed a parabolic mirror with a diameter of 1.83 metres in 1960 and began moving his equipment from Goth Hill in 1962.,"Covington y installe, en 1960, une antenne parabolique de 1,83 mètre de diamètre et y déménage, dès 1962, ses équipements de Goth Hill."
"The radio telescopes operated continuously at a wavelength of 10.7 centimetres, which is an ideal wavelength for monitoring solar activity due to the Sun’s particular chemical composition.","Les radiotélescopes opèrent tous en continu à une longueur d'onde de 10,7 centimètres, une longueur d'onde idéale pour surveiller l'activité du Soleil en raison de sa composition chimique."
"In 1966, an array consisting of 32 parabolic antennas, each 3 metres in diameter, was added to the observatory.","En 1966, un réseau de 32 antennes paraboliques de 3 mètres de diamètre est ajouté à l'observatoire."
The goal was to refine the measurements from other radio telescopes by scanning the Sun’s surface every noon at a wavelength of 10.7 centimetres.,"Ces antennes ont pour but d'affiner les mesures faites par les autres radiotélescopes en balayant la surface du Soleil à tous les midis à une longueur d'onde de 10,7 centimètres."
"Operating at a wavelength of 2 centimetres, it was used to study galactic and extragalactic objects that emit radio waves, such as quasars.","Opérant à une longueur d'onde de 2 centimètres, elle est utilisée pour l'étude d'objets galactiques et extragalactiques qui émettent des ondes radio comme les quasars."
"In 1968, the 46-metre radio telescope was used in conjunction with the 26-metre instrument at the Dominion Radio Astrophysical Observatory of Penticton, British Columbia, to simulate the resolution of a giant 3,074-kilometre radio telescope (the physical distance separating the two instruments).","En 1968, le radiotélescope de 46 mètres est utilisé conjointement avec celui de 26 mètres de l'Observatoire Fédéral de Radioastrophysique de Penticton, en Colombie-Britanique, pour simuler un radiotélescope géant de 3074 kilomètres (soit la distance séparant les deux observatoires)."
It was the first successful long distance interferometry experiment ever conducted.,Il s'agit de la première expérience réussie d'interférométrie à très grande séparation jamais réalisée.
The goal of the experiment was to discern a source of radio waves with great precision.,Le but d'une telle expérience est de discerner avec précision un objet qui émet des ondes radio.
"Very large antennas are necessary to precisely determine the position of radio sources because radio waves have much larger wavelengths than visible light waves, and because the detection of any object in space depends largely on the size of the observation instrument (that is, its lenses, mirrors or radio antennas).","Comme la détection d'un objet dans l'espace dépend largement de la taille de l'instrument d'observation (tels que lentilles, miroir ou antenne radio) et comme les ondes radio ont des longueurs d'onde largement plus grandes que les ondes de la lumière visible, de très grandes antennes sont donc nécessaires pour discerner avec précision les objets émetteurs d'ondes radio."
The 1970’s marked a time of increased collaboration between the Algonquin Observatory radio astronomers and the researchers at the Herzberg Institute of Astrophysics.,Les années 1970 voient les radioastronomes de l'Observatoire Algonquin collaborer de plus en plus avec les chercheurs de l'Institut Herzberg d'Astrophysique.
Many new complex chemical compounds were identified for the first time in interstellar gas clouds thanks to the collaborative effort.,Plusieurs nouveaux composés chimiques complexes sont alors identifiés pour la première fois dans les nuages de gaz interstellaires.
"After planning to resurface the 46-metre radio telescope so that it could operate at wavelengths as small as 3 millimetres, the National Research Council of Canada decided instead to close the Algonquin Observatory in 1987 and purchase a 25% share in the new James-Clerk-Maxwell Observatory, which would include a radio telescope that could operate at 0.3 to 2 millimetres.","Après avoir envisagé de refaire la surface du radiotélescope de 46 mètres de façon à pouvoir opérer à des longueurs d'onde aussi petites que 3 millimètres, le Conseil National de Recherches du Canada décide en 1987 de fermer l'Observatoire Algonquin et d'acheter une contribution de 25 % dans le nouvel Observatoire James-Clerk-Maxwell dont le radiotélescope opère de 0,3 à 2 millimètres."
"In 1990, the work of collecting data on the Sun’s radio flux moved to the Dominion Radio Astrophysical Observatory in Penticton, British Columbia.","En 1990, les activités reliées à la collecte de données sur le flux de radiations solaires déménagent à L'Observatoire Fédéral de Radioastrophysique de Penticton, en Colombie-Britanique et en 1991, l'Observatoire Algonquin de Radioastronomie ferme."
"In 1991, the Algonquin Radio Observatory was finally closed, but the 46-metre antenna is nonetheless still active as part of a continental network of antennas that precisely measures movements of the North American tectonic plate.",L'antenne de 46 mètres est cependant toujours active comme élément d'un réseau continental d'antennes servant à mesurer avec précision les mouvements de la plaque tectonique nord-américaine.
"Astronomers « Return to the observatories The Dominion Radio Astrophysical Observatory The largest radio astronomy observatory in Canada The Dominion Radio Astrophysical Observatory was inaugurated in 1960 at White Lake near Penticton, British Columbia.","Astronomes « Retour aux observatoires L'Observatoire Fédéral de Radioastrophysique Le plus important observatoire de radioastronomie du Canada L'Observatoire Fédéral de Radioastrophysique est inauguré en 1960 à White Lake, près de Penticton, en Colombie-Britanique."
"The creation of the observatory was primarily the work of Carlyle Smith Beals, an astronomer who wanted to advance the field of astrophysics in Canada.",La création de l'observatoire est le résultat des efforts de l'astronome Carlyle Smith Beals qui souhaite développer davantage l'astrophysique au Canada.
"The first parabolic antenna, measuring 25.6 metres, began operating in 1960.","Une première antenne parabolique de 25,6 mètres commence à opérer en 1960."
"It was mainly designed to operate at a wavelength of 21 centimetres, which corresponds to one of the spectral lines of hydrogen.","Elle est principalement conçue pour fonctionner à une longueur d'onde de 21 centimètres, ce qui correspond à une raie spectrale de l'hydrogène."
Radio astronomers at Penticton have been striving towards this goal since the first days of the observatory.,Les radioastronomes de Penticton s'attèleront d'ailleurs à cette tâche dès les débuts de l'observatoire.
"In 1962, a second radio telescope was put in place.","En 1962, un second radiotélescope est mis en chantier."
"Fully operational in 1964, it consisted of 1,700 cedar posts that extended for 1.3 kilometres in the shape of a ""T"" to cover a surface area of 65,000 square metres.","Pleinement opérationnel en 1964, il est constitué de près de 1700 poteaux de cèdre s'étendant sur 1,3 kilomètre en forme de « T » et formant une surface de 65 000 mètres carrés."
The posts supported a network of several thousand metres of metallic wires formed the antenna of the radio telescope.,"La taille gigantesque de l'antenne permet d'opérer à une très grande longueur d'onde, soit 13,5 mètres, une chose jamais tentée."
This radio telescope was primarily used between 1965 and 1969 during a period when solar spots were at a minimum.,"Ce radiotélescope est utilisé principalement entre 1965 et 1969, lors d'une période où les taches solaires sont à leur minimum."
"In fact, it is only during these periods of low solar activity that very long radio waves from space can pass through the atmosphere to reach Earth’s surface.","Ce n'est, en effet, que pendant de telles périodes que les ondes radio de très grande longueur d'onde en provenance de l'espace peuvent traverser l'atmosphère et atteindre la surface terrestre."
The main goal of the T-shaped radio telescope at Penticton was to produce a map of radio sources in our galaxy.,Le but principal du radiotélescope en « T » est de produire une carte des sources radio de notre galaxie qui sont visibles depuis le site de Penticton.
"It was also used to observe several hundred specific radio sources, such as quasars and distant galaxies.",On l'utilise également pour observer plusieurs centaines de sources radio comme des quasars et des galaxies lointaines.
"In 1965, a 1.8-metre parabolic antenna was installed to collect data on solar radiation.",Il n'est plus employé depuis le milieu des années 1970.
"In 1968, the 25.6-metre radio telescope at Penticton was used in conjunction with the 46-metre telescope at the Algonquin Radio Observatory to simulate the resolution of a giant radio telescope measuring 3,074 kilometres (the physical distance between the two instruments).","En 1968, le radiotélescope de 25,6 mètres est utilisé conjointement avec celui de 46 mètres de l'Observatoire Algonquin de Radioastronomie, du Lac Traverse, en Ontario, pour simuler un radiotélescope géant de 3074 kilomètres (soit la distance séparant les deux observatoires)."
"The antennas would operate at a wavelength of 21 centimetres, which corresponds to one of the spectral lines of hydrogen.","Les antennes opèrent à une longueur d'onde de 21 centimètres, ce qui correspond à une raie du spectre de l'hydrogène."
"Today, the synthesis array radio telescope consists of seven 8.5-metre parabolic antennas that can operate continuously, 24 hours a day, at two wavelengths (21 and 74 centimetres).","Aujourd'hui, le radiotélescope de synthèse comprend 7 antennes paraboliques de 8,5 mètres pouvant fonctionner sur deux longueurs d'onde (21 et 74 centimètres) en continu, 24 heures sur 24."
"From 1995 to 2005, the radio telescope was mainly used in the Canadian Galactic Plane Survey, the goal of which is to map a large portion of the Milky Way.","De 1995 à 2005, le radiotélescope a principalement été utilisé dans le projet de Relevé Canadien du Plan Galactique ; un projet visant à cartographier une grande partie de la Voie lactée."
"In 1990, following the closure of the Algonquin Radio Observatory, the task of gathering data on the Sun’s radio flux (the variations in its energy output at radio wavelengths) was transferred to the Dominion Radio Astrophysical Observatory at Penticton.","En 1990, suite à la fermeture de l'Observatoire Algonquin de Radioastronomie, les activités reliées à la collecte de données sur le flux de radiations solaires sont déménagées à l'Observatoire Fédéral de Radioastrophysique de Penticton."
The observatory is now under the responsibility of the National Research Council of Canada’s Herzberg Institute of Astrophysics.,L'observatoire est maintenant sous la responsabilité de l'Institut Herzberg d'Astrophysique du Conseil National de Recherches du Canada.
"Astronomers « Return to the observatories The Rothney Astrophysical Observatory An example of a successful partnership The Rothney Astrophysical Observatory was inaugurated in 1972 at Priddis, a small locality 75 kilometres southwest of Calgary, Alberta.","Astronomes « Retour aux observatoires L'Observatoire d'Astrophysique Rothney Un bel exemple de partenariat L'Observatoire d'Astrophysique Rothney est inauguré en 1972 à Priddis, une petite localité située à 75 kilomètres au sud-ouest de Calgary, en Alberta."
"Belonging to the University of Calgary, the facility was operated by the astronomy and physics departments.","Propriété de l'Université de Calgary, l'établissement est opéré par son département de physique et d'astronomie."
The objectives the observatory were the advanced education of university students and the pursuit of astronomical research.,Sa création a pour but la formation avancée d'étudiants et la recherche astronomique.
"In 1970, Alexander Rothney Cross, a wealthy rancher, donated land to the University of Calgary for the purpose of constructing the observatory.","En 1970, Alexander Rothney Cross, un riche éleveur de bétail, fait don d'un terrain à l'Université de Calgary dans le but d'y construire un observatoire."
Work commenced in 1971 and the university took the opportunity to simultaneously start an undergraduate degree in astronomy.,Les travaux débutent en 1971 et l'université décide du même coup de démarrer un programme de baccalauréat en astronomie.
"The observatory opened its doors in 1972 to display a dome housing a 41-centimetre telescope, and an adjacent lecture room.","L'observatoire, qui ouvre ses portes en 1972, est doté d'un dôme abritant un télescope de 41 centimètres et d'une salle de cours adjacente."
The first research activities were mostly on photometry.,"Les premiers travaux de recherche sont, quant à eux, surtout concentrés en photométrie."
The year of 1981 was particularly fruitful for the observatory.,L'année 1981 est particulièrement riche en évènements.
The National Research Council of Canada decided to finance the construction of a new facility that would house a 1.5-metre telescope capable of operating in the infrared range.,"Le Conseil National de Recherches du Canada décide de financer la construction d'un nouvel édifice qui abritera un télescope de 1,5 mètre opérant dans l'infrarouge."
Alexander Rothney Cross signed on to the project by making another donation.,Alexander Rothney Cross se joint alors au projet et fait un nouveau don.
The Canadian Forces Base Cold Lake also provided a gift: a Baker-Nunn camera that the Armed Forces had used to track satellites in the sky.,La Base des Forces Canadiennes de Cold Lake fait également un cadeau : il s'agit d'une caméra Baker-Nunn que les Forces Armées utilisaient pour traquer les satellites dans le ciel.
The new facility was constructed by the physics department of the University of Calgary.,La construction de l'édifice est entièrement réalisée par l'atelier du département de physique de l'Université de Calgary.
Construction continued for several years and by 1987 the 1.5-metre telescope was operational.,"Elle s'échelonne sur plusieurs années et, en 1987, le télescope de 1,5 mètre devient opérationnel."
The physics department changed its name to the Department of Physics and Astronomy.,Le département de physique change alors de nom et devient le département de physique et d'astronomie.
"Most of the research work focused on the study of stars, X-ray sources, possible black holes and planetary nebulas.","Les travaux de recherche portent, entre autres, sur l'étude d'étoiles, de sources de rayons X, de possibles trous noirs et de nébuleuses planétaires."
"The telescope was still equipped with a metal mirror (not glass), and its optical qualities were considered less than optimal by that time.",Le télescope est toutefois doté d'un miroir de métal (et non de verre) n'ayant pas de grandes qualités optiques.
The decision was made at the end of the 1980’s to replace it with a new 1.8-metre mirror.,"On décide donc à la fin des années 1980 de le remplacer par un nouveau miroir de 1,8 mètre."
"The new mirror was delivered to the observatory in 1993, and once again, Alexander Rothney Cross contributed to the project.",Ce nouveau miroir est livré à l'observatoire en 1993.
"Construction was completed by the workshop of the Department of Physics and Astronomy, and the telescope became operational in 1996.","Une fois de plus, Alexander Rothney Cross contribue au projet et l'assemblage de la structure est réalisé par l'atelier du département de physique et d'astronomie."
"The following year, it was baptized as the Alexander Rothney Cross Telescope in honour of the generous benefactor.",Le télescope devient opérationnel en 1996 et on le baptise Alexander Rothney Cross en 1997.
"The new telescope is used to observe (among other things) gravitational lenses, asteroids, comets and variable stars, and is also used in the search for planets outside our solar system.","On utilise le nouveau télescope pour observer, entre autres, des lentilles gravitationnelles, des astéroïdes, des comètes, des étoiles variables et pour chercher des planètes extra-solaires."
Recent developments include a new Visitor’s Centre that was inaugurated in 2003.,"En 2003, on inaugure un nouveau centre pour les visiteurs."
The 41-centimetre telescope continues to be operational and is used to track asteroids that orbit near Earth and represent a possible danger.,Le télescope de 41 centimètres est quant à lui toujours opérationnel ; il est utilisé pour repérer les astéroïdes qui orbitent près de la Terre et pouvant représenter un danger.
"Astronomers « Return to the observatories The Mont-Mégantic Observatory The largest astronomical observatory in eastern North America The Mont-Mégantic Observatory was opened in 1978 near Sherbrooke, Quebec.","Astronomes « Retour aux observatoires L'Observatoire du Mont-Mégantic Le plus grand observatoire astronomique de l'est de l'Amérique du Nord L'observatoire du Mont-Mégantic, situé près de Sherbrooke, au Québec, est mis en service en 1978."
"It was created to promote university-level astronomy education in Quebec, to provide qualified astronomers with state of the art research equipment, and to promote astronomy among French Canadian citizens.","Sa création a pour but de promouvoir l'enseignement de l'astronomie universitaire au Québec, de fournir aux astronomes qualifiés des instruments de recherche de pointe et de favoriser l'épanouissement de l'astronomie dans la culture francophone."
The telescope is equipped with a 1.6-metre mirror that weights one metric ton; the entire structure weighs 24 tonnes.,"Le télescope est doté d'un miroir de 1,6 mètre de diamètre pesant une tonne ; le poids total de la structure est de 24 tonnes."
"The Mont-Mégantic Observatory houses the largest telescope in eastern North America, and the fourth largest in Canada after those of the David Dunlap Observatory in Toronto (1.88 metres), the Dominion Astrophysical Observatory in Victoria (1.83 metres), and the Rothney Astrophysical Observatory (1.8 metres).","Après le télescope de l'Observatoire David Dunlap de Toronto (1,88 mètre), celui de l'Observatoire Fédéral d'Astrophysique de Victoria (1,83 mètre) et celui de l'Observatoire d'Astrophysique Rothney de Calgary (1,8 mètre), c'est le quatrième plus grand télescope au Canada et le plus grand de la côte est Nord-Américaine."
"Although not the biggest, the state of the art instruments attached to the Mont-Mégantic telescope make it the most powerful telescope in Canada.",Ses instruments de pointe en font le télescope le plus puissant au Canada.
The project to construct a large observatory in Quebec was launched in 1971 by professors Gilles Beaudet and George Michaud of the University of Montreal.,Le projet d'un grand observatoire québécois est lancé en 1971 par les professeurs Gilles Beaudet et George Michaud de l'Université de Montréal.
Laval University in Quebec City joined the venture in 1974 and a partnership agreement was signed in 1975.,L'Université Laval se joint à l'entreprise en 1974 et une entente est signée entre les deux partenaires en 1975.
"The federal and provincial governments approved the project in 1976, and construction started the same year.",Le projet est approuvé par les gouvernements fédéral et provincial en 1976 et la construction débute la même année.
"The service building was completed in 1977, and the observatory several months later in 1978.","Le bâtiment de service est complété en 1977 et l'observatoire est finalisé quelques mois plus tard, en 1978."
"René Racine joined the project in 1973 and became Director in 1976, the same year he left the University of Toronto to work at the University of Montreal.","René Racine s'associe au projet du nouvel observatoire dès 1973 et en devient le directeur en 1976, année où il quitte l'Université de Toronto pour joindre celle de Montréal."
A dynamic instrument program also accounts for a large part of Mégantic’s productivity.,Le programme d'instrumentation occupe également une large part de la productivité de Mégantic.
"In 1991, for example, the observatory became the first in Canada to use an infrared camera.","En 1991, par exemple, l'observatoire est le premier au Canada à disposer d'une caméra infrarouge."
"Named MONICA (for MONtreal Infrared Camera), it was designed by Daniel Nadeau and René Doyon of the University of Montreal.","Il s'agit de MONICA (pour MONtréal Infrared Camera), une caméra conçue par Daniel Nadeau et René Doyon de l'Université de Montréal."
The site at Mont-Mégantic is particularly favourable for infrared astronomy because interference radiation levels are very low during the long cold nights in winter (sometimes even lower than the levels at Mauna Kea in Hawaii).,"Le site du Mont-Mégantic est particulièrement favorable à l'astronomie infrarouge car, lors des longues nuits froides d'hiver, le niveau de radiation parasite y est très bas (parfois même plus bas que sur le Mauna Kea, à Hawaï)."
"In 1996, the Mont-Mégantic ASTROLab, an astronomy activity centre, opened its doors to the general public.","En 1996, un centre d'activité en astronomie pour le grand public ouvre ses portes : c'est l'ASTROLab du parc national du Mont-Mégantic."
"The centre hosts interactive displays, a high definition movie, multimedia presentations and access to two public observatories during open house astronomy evenings.","Le centre est l'hôte d'expositions interactives, d'un film haute définition, de présentations multimédias et offre aussi l'accès à deux observatoires publics utilisés lors des soirées d'astronomie."
Visitors can also tour the observatory and its 1.6-metre telescope during the day.,"De jour, les visiteurs peuvent aussi visiter l'observatoire et son télescope de 1,6 mètre."
"In 1999, a major 3-year renovation program was started.","En 1999, un important programme de rénovation de trois ans débute."
"First, the dome of the 1.6-metre telescope was repaired and equipped with a ventilation system.","La coupole du télescope de 1,6 mètre est d'abord réparée et équipée d'un système de ventilation."
"Then, in 2000, the observatory was linked to universities by fibre optics.","En 2000, l'observatoire est relié par fibres optiques au réseau des universités."
"A year later, the telescope controls became fully computerized and a new bonnet (the interface that allows instruments to be coupled to the telescope) was installed.","En 2001, le contrôle du télescope est entièrement opéré par ordinateur et une nouvelle bonnette (interface permettant de coupler des instruments à un télescope) est installée."
"Following this, a number of new state of the art instruments were also added to the telescope.","À partir de la même période, toute une série de nouveaux instruments de pointe sont installés sur le télescope."
Asteroid 4843 is named in honour of the observatory.,L'astéroïde no 4843 porte le nom de Mégantic en l'honneur de l'observatoire.
Astronomers « Return to the observatories The Canada-France-Hawaii Observatory One of the most powerful and productive observatories in the world The Canada-France-Hawaii Observatory began operating in 1979 atop the Mauna Kea volcano in Hawaii.,"Astronomes « Retour aux observatoires L'Observatoire Canada-France-Hawaï Un des observatoires les plus performants et productifs au monde L'Observatoire Canada-France-Hawaï entre en opération en 1979 sur le volcan Mauna Kea, à Hawaï."
Canada’s participation meant valuable access to a world-class telescope for Canadian astronomers.,"Sa création a pour but de combler, chez les astronomes canadiens, un besoin de plus en plus grand de disposer d'un nouveau télescope de classe mondiale."
"At the time of its inauguration, the 3.6-metre telescope was the sixth largest in the world and operated in the range of visible light and infrared.","Au moment de son inauguration, le télescope de 3,6 mètres de diamètre est le sixième plus grand au monde et opère dans le domaine de la lumière visible et infrarouge."
France launched the project in 1970 with the purchase of a 14-tonne glass disk.,La France amorce le projet en 1970 avec l'achat d'un disque de verre de 14 tonnes.
"The state of Hawaii joined the project in 1971, followed by Canada in 1973.","L'état d'Hawaï se joint au projet en 1971 et le Canada, en 1973."
The three partners signed an agreement in 1974 and the Canada-France-Hawaii Telescope Corporation was born.,Une entente est ensuite signée en 1974 entre les trois partenaires et la Corporation du télescope Canada-France-Hawaï est crée.
"Canada was in charge of polishing the mirror, putting into place a control system for the telescope, and constructing the observatory building.","Le Canada prend en charge le polissage du miroir, la mise au point du système de contrôle du télescope et la construction du bâtiment de l'observatoire."
"France was responsible for constructing specific mechanical parts for the telescope (tube, frame, etc.), and Hawaii provided the site, a road to the site, and several instruments.","La France s'occupe de la construction des parties mécaniques (tube, monture, etc.) du télescope et Hawaï fournit la route, le site du Mauna Kea et quelques instruments."
The telescope’s mobile component weighed 250 tonnes and the total structure weighed 325 tonnes.,La partie mobile du télescope fait 250 tonnes et la structure totale pèse 325 tonnes.
"In 1977, the headquarters and a library were set up at Waimea near the observatory.","En 1977, le quartier général du télescope et une bibliothèque sont aménagés à Waimea, près de l'observatoire."
"Canada was granted access to 42.5% of the available observation time, France 42.5%, and the United States 15%.","Le Canada dispose de 42,5 % du temps d'observation, la France de 42,5 %, et les Etats-Unis, de 15 %."
"In 1996, an adaptive optics system was installed on the telescope that would once again rival the Hubble Space Telescope in the production of the highest resolution astronomical images.","En 1996, un système d'optique adaptative est installé sur le télescope lui permettant ainsi de rivaliser de nouveau avec le télescope spatial Hubble dans la production des meilleures images astronomiques."
"These new improvements quickly bore fruit for the Canada-France-Hawaii Observatory as it was involved in discovering – or confirming the discovery of – many new moons, gravitational lenses, and so on.","Ces nouvelles améliorations portent rapidement fruits et l'Observatoire Canada-France-Hawaï est impliqué dans la découverte ou la confirmation de la découverte de nombreuses nouvelles lunes, de lentilles gravitationelles, etc."
"For example, astronomers Brett J. Gladman and John J. Kavelaars discovered three new satellites around the planet Uranus in 1999 (Prospero, Setebos, and Stephano) and eight around Saturn in 2000 (Siarnaq, Tarvos, Ijrak, Thrymr, Skathi, Mundilfari, Erriapo and Suttungr).","Par exemple, les astronomes canadiens Brett James Gladman et John J. Kavelaars découvrent trois nouveaux satellites (Prospero, Setebos et Stephano) à la planète Uranus en 1999 et huit (Siarnaq, Tarvos, Ijrak, Thrymr, Skathi, Mundilfari, Erriapo et Suttungr) à Saturne en 2000."
"The discoveries of other moons around Uranus and Neptune were announced in 2001 and 2002, but have not yet been confirmed.","D'autres lunes sont découvertes pour Uranus et Neptune, en 2001 et 2002, mais elles ne sont pas encore confirmées."
"In 2003, a new imaging system known as MegaPrime was installed.","En 2003, on installe un nouveau système d'imagerie appelé MegaPrime qui fait usage d'une caméra de conception française nommée MegaCam."
"MegaPrime uses the French-designed MegaCam camera that is able to take 340-million pixel images (about 18,400 x 18,400 pixels), making it the most powerful camera of its type in the world.","Capable de prendre des clichés de 340 millions de pixels (soit environ 18 400 x 18 400 pixels), il s'agit de la meilleure caméra du genre au monde."
"These days, the observatory is involved in the study of the solar system, the birth and evolution of stars, the interstellar medium, the structure and content of galaxies, galaxy clusters, and large-scale structures of the Universe.","L'observatoire s'implique aujourd'hui dans l'étude du système solaire, la naissance et l'évolution des étoiles, le milieu interstellaire, la structure et le contenu des galaxies, les amas de galaxies et les grandes structures de l'Univers."
The Canadian participation in the observatory is managed by the National Research Council of Canada’s Herzberg Institute of Astrophysics.,La participation canadienne dans l'observatoire est gérée par l'Institut Herzberg d'Astrophysique du Conseil National de Recherches du Canada.
Astronomers « Return to the observatories The James-Clerk-Maxwell Observatory The largest submillimetre radio telescope in the world The James-Clerk-Maxwell Observatory was inaugurated in 1987 near the summit of Mauna Kea volcano in Hawaii.,"Astronomes « Retour aux observatoires L'Observatoire James-Clerk-Maxwell Le plus grand radiotélescope submillimétrique au monde L'Observatoire James-Clerk-Maxwell est inauguré en 1987 sur le volcan Mauna Kea, à Hawaï."
"The observatory is named after James Clerk Maxwell, a Scottish physicist who was famous for his groundbreaking work in electricity and magnetism.","L'observatoire doit son nom au physicien écossais James Clerk Maxwell, célèbre pour ses travaux fondamentaux en électricité et magnétisme."
